age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55.0,blue-collar,divorced,secondary,no,1613.0,yes,no,cellular,3,apr,296.0,1.0,,,failure,yes
39.0,admin.,divorced,secondary,no,2903.0,yes,yes,telephone,25,jul,259.0,2.0,-1.0,0.0,unknown,no
30.0,admin.,single,secondary,no,81.0,yes,no,cellular,6,aug,121.0,6.0,,,other,no
41.0,blue-collar,married,secondary,no,780.0,yes,no,cellular,15,may,432.0,3.0,-1.0,0.0,unknown,no
44.0,unemployed,married,tertiary,no,178.0,no,no,cellular,8,aug,126.0,2.0,-1.0,0.0,unknown,no
58.0,management,married,tertiary,no,299.0,no,no,cellular,16,jul,120.0,4.0,-1.0,0.0,unknown,no
35.0,retired,married,primary,no,285.0,yes,no,cellular,29,jan,136.0,1.0,-1.0,0.0,unknown,no
27.0,blue-collar,married,secondary,no,872.0,yes,no,cellular,17,apr,,3.0,-1.0,0.0,unknown,no
34.0,services,married,secondary,no,1337.0,no,no,cellular,17,dec,330.0,2.0,,,success,yes
25.0,services,married,secondary,no,72.0,yes,no,cellular,23,jul,305.0,2.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,0.0,no,no,unknown,20,jun,332.0,3.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,secondary,no,-388.0,yes,no,unknown,9,may,412.0,1.0,-1.0,0.0,unknown,no
30.0,admin.,married,secondary,no,11.0,yes,no,cellular,11,may,157.0,1.0,-1.0,0.0,unknown,no
47.0,blue-collar,divorced,secondary,yes,-535.0,yes,no,cellular,30,jul,71.0,2.0,-1.0,0.0,unknown,no
41.0,services,divorced,secondary,no,787.0,yes,no,cellular,8,may,297.0,2.0,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,3343.0,no,no,cellular,18,nov,307.0,1.0,-1.0,0.0,unknown,no
63.0,entrepreneur,married,secondary,no,,no,no,telephone,4,aug,250.0,2.0,,,success,yes
23.0,management,single,tertiary,no,736.0,yes,no,cellular,30,apr,119.0,1.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,1390.0,no,no,cellular,7,aug,116.0,2.0,-1.0,0.0,unknown,no
57.0,retired,married,primary,no,808.0,no,no,telephone,7,jul,274.0,1.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,1147.0,no,no,cellular,5,aug,389.0,1.0,,,success,yes
49.0,services,married,secondary,no,1122.0,no,no,cellular,4,aug,143.0,1.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,-568.0,yes,yes,unknown,28,may,,2.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,primary,no,1165.0,yes,no,unknown,21,may,420.0,2.0,-1.0,0.0,unknown,no
53.0,services,divorced,secondary,no,-905.0,yes,no,unknown,28,may,213.0,1.0,-1.0,0.0,unknown,no
30.0,unemployed,married,tertiary,no,0.0,yes,no,cellular,18,nov,,1.0,-1.0,0.0,unknown,no
38.0,technician,married,secondary,no,740.0,no,no,cellular,7,aug,259.0,3.0,-1.0,0.0,unknown,no
44.0,management,married,secondary,no,,yes,no,cellular,23,jul,201.0,,-1.0,0.0,unknown,no
39.0,admin.,single,secondary,no,14.0,yes,yes,unknown,13,may,19.0,,-1.0,0.0,unknown,no
45.0,technician,single,unknown,no,,yes,yes,cellular,18,nov,53.0,1.0,,,failure,no
36.0,blue-collar,married,secondary,no,1049.0,yes,no,cellular,14,may,224.0,4.0,-1.0,0.0,unknown,yes
38.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,13,may,57.0,5.0,,,other,no
36.0,housemaid,married,secondary,no,419.0,yes,no,unknown,30,may,251.0,1.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,726.0,yes,no,cellular,16,apr,39.0,1.0,,,failure,no
28.0,technician,divorced,tertiary,no,594.0,yes,yes,unknown,18,jun,54.0,3.0,-1.0,0.0,unknown,no
26.0,unemployed,married,tertiary,no,454.0,yes,yes,unknown,23,may,28.0,,-1.0,0.0,unknown,no
54.0,unknown,married,secondary,no,2206.0,no,no,cellular,12,nov,104.0,1.0,,,other,yes
38.0,admin.,married,tertiary,no,1988.0,no,no,cellular,27,mar,164.0,2.0,,,failure,yes
32.0,technician,single,tertiary,no,0.0,no,no,cellular,7,aug,268.0,2.0,-1.0,0.0,unknown,no
50.0,admin.,divorced,secondary,no,202.0,no,yes,cellular,17,nov,148.0,1.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,secondary,no,667.0,yes,no,unknown,7,may,228.0,3.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,112.0,no,no,cellular,18,aug,139.0,5.0,-1.0,0.0,unknown,no
57.0,housemaid,married,primary,no,50.0,no,no,cellular,18,aug,89.0,3.0,-1.0,0.0,unknown,no
64.0,housemaid,married,primary,no,768.0,no,no,cellular,15,jul,250.0,2.0,,,success,no
26.0,services,divorced,secondary,no,74.0,yes,no,unknown,23,may,106.0,6.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,661.0,yes,no,cellular,18,jul,,1.0,-1.0,0.0,unknown,yes
50.0,self-employed,married,secondary,no,3025.0,no,yes,cellular,6,aug,168.0,3.0,-1.0,0.0,unknown,no
47.0,self-employed,married,tertiary,no,751.0,no,no,cellular,24,jul,408.0,,-1.0,0.0,unknown,no
39.0,management,single,tertiary,no,416.0,no,no,cellular,23,oct,56.0,4.0,-1.0,0.0,unknown,no
52.0,services,married,primary,no,14.0,no,yes,cellular,28,jul,55.0,5.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,primary,no,-502.0,yes,no,unknown,29,may,76.0,4.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,primary,no,0.0,no,no,cellular,11,aug,72.0,5.0,-1.0,0.0,unknown,no
47.0,technician,married,secondary,no,599.0,yes,no,cellular,13,aug,99.0,3.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,-218.0,yes,no,cellular,27,aug,13.0,,-1.0,0.0,unknown,no
32.0,technician,single,tertiary,no,1012.0,no,no,cellular,14,apr,178.0,1.0,-1.0,0.0,unknown,no
36.0,technician,married,secondary,no,300.0,no,no,unknown,9,jun,287.0,1.0,-1.0,0.0,unknown,no
46.0,technician,married,tertiary,no,217.0,yes,no,cellular,14,may,141.0,1.0,,,other,no
45.0,management,divorced,tertiary,no,2096.0,no,no,cellular,21,nov,127.0,1.0,,,failure,no
37.0,technician,single,secondary,no,0.0,no,no,cellular,4,aug,69.0,2.0,-1.0,0.0,unknown,no
58.0,housemaid,married,primary,no,,yes,no,unknown,4,jun,,4.0,-1.0,0.0,unknown,no
59.0,management,married,tertiary,no,1831.0,no,no,cellular,17,feb,122.0,1.0,,,failure,no
28.0,management,married,tertiary,no,1480.0,yes,no,cellular,18,may,143.0,1.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,,yes,no,cellular,2,feb,316.0,3.0,-1.0,0.0,unknown,no
55.0,blue-collar,married,unknown,no,1665.0,no,no,telephone,30,jul,89.0,2.0,-1.0,0.0,unknown,no
37.0,blue-collar,single,primary,no,851.0,yes,no,cellular,15,may,151.0,1.0,,,failure,no
41.0,management,married,tertiary,no,2885.0,no,no,cellular,19,nov,40.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,137.0,no,yes,unknown,4,oct,5.0,1.0,,,failure,no
34.0,blue-collar,single,secondary,no,1239.0,yes,no,cellular,18,jul,90.0,1.0,-1.0,0.0,unknown,no
43.0,management,single,tertiary,no,146.0,no,no,cellular,21,nov,50.0,1.0,,,other,no
59.0,technician,married,secondary,no,1.0,no,no,cellular,15,apr,159.0,2.0,,,failure,yes
50.0,blue-collar,divorced,primary,no,-10.0,no,yes,cellular,10,jul,369.0,6.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,480.0,no,no,cellular,22,oct,344.0,2.0,,,other,yes
35.0,technician,married,secondary,no,2789.0,yes,no,cellular,4,sep,256.0,2.0,,,failure,no
50.0,technician,single,secondary,no,,no,no,cellular,26,oct,298.0,1.0,-1.0,0.0,unknown,no
36.0,technician,divorced,secondary,no,487.0,no,yes,cellular,11,aug,268.0,3.0,-1.0,0.0,unknown,no
41.0,admin.,married,secondary,no,,yes,no,cellular,13,apr,231.0,1.0,-1.0,0.0,unknown,no
28.0,management,married,tertiary,no,318.0,yes,no,unknown,27,may,4.0,4.0,-1.0,0.0,unknown,no
42.0,technician,single,tertiary,no,-411.0,yes,no,cellular,12,may,78.0,5.0,,,failure,no
60.0,retired,married,secondary,no,,no,no,unknown,5,jun,419.0,1.0,-1.0,0.0,unknown,no
28.0,management,single,tertiary,no,,yes,no,telephone,13,may,421.0,3.0,-1.0,0.0,unknown,no
48.0,entrepreneur,married,secondary,no,725.0,no,yes,cellular,10,jul,105.0,1.0,-1.0,0.0,unknown,no
51.0,entrepreneur,married,tertiary,no,,no,no,unknown,6,jun,42.0,1.0,-1.0,0.0,unknown,no
32.0,technician,married,tertiary,no,,no,no,cellular,26,may,114.0,,,,failure,no
35.0,technician,married,tertiary,no,188.0,no,no,cellular,26,aug,286.0,2.0,-1.0,0.0,unknown,no
37.0,technician,married,unknown,no,189.0,no,no,cellular,1,oct,238.0,1.0,,,success,yes
38.0,blue-collar,divorced,secondary,no,2998.0,yes,no,unknown,11,jun,91.0,1.0,-1.0,0.0,unknown,no
,retired,married,secondary,no,610.0,no,no,cellular,13,aug,,3.0,-1.0,0.0,unknown,no
32.0,management,single,unknown,no,787.0,no,no,cellular,28,jan,92.0,1.0,-1.0,0.0,unknown,no
43.0,technician,divorced,secondary,no,167.0,no,no,cellular,4,aug,211.0,3.0,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,243.0,yes,no,cellular,7,may,160.0,2.0,,,failure,no
29.0,management,married,tertiary,no,877.0,no,no,cellular,3,feb,166.0,3.0,-1.0,0.0,unknown,no
32.0,admin.,single,secondary,no,2817.0,yes,no,cellular,21,nov,195.0,1.0,-1.0,0.0,unknown,no
41.0,management,divorced,tertiary,no,,yes,yes,cellular,16,jul,106.0,1.0,-1.0,0.0,unknown,no
26.0,services,single,secondary,no,127.0,yes,yes,cellular,23,jul,85.0,3.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,primary,no,176.0,no,no,cellular,24,jul,78.0,1.0,-1.0,0.0,unknown,no
57.0,retired,married,tertiary,no,0.0,yes,yes,unknown,28,may,648.0,1.0,-1.0,0.0,unknown,yes
36.0,services,single,secondary,no,1482.0,yes,no,cellular,18,nov,177.0,2.0,,,other,no
42.0,blue-collar,married,secondary,no,3052.0,yes,no,unknown,27,may,32.0,1.0,-1.0,0.0,unknown,no
35.0,technician,divorced,secondary,no,56.0,no,no,cellular,29,aug,24.0,,-1.0,0.0,unknown,no
52.0,entrepreneur,divorced,primary,no,278.0,yes,no,unknown,7,may,,2.0,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,,yes,no,unknown,27,may,21.0,5.0,-1.0,0.0,unknown,no
46.0,technician,married,secondary,no,-337.0,yes,no,unknown,27,may,112.0,1.0,-1.0,0.0,unknown,no
60.0,management,divorced,tertiary,no,366.0,no,no,cellular,3,jun,593.0,1.0,-1.0,0.0,unknown,yes
57.0,housemaid,married,primary,no,501.0,yes,yes,cellular,7,aug,59.0,2.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,998.0,yes,no,cellular,29,jan,121.0,3.0,-1.0,0.0,unknown,no
59.0,self-employed,married,primary,no,0.0,yes,no,telephone,28,jul,97.0,2.0,-1.0,0.0,unknown,no
39.0,management,married,tertiary,no,246.0,no,no,cellular,11,aug,86.0,2.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,-182.0,yes,yes,cellular,14,may,10.0,,-1.0,0.0,unknown,no
27.0,management,single,tertiary,no,446.0,no,no,cellular,23,jun,205.0,3.0,-1.0,0.0,unknown,no
59.0,retired,married,secondary,no,1173.0,no,no,unknown,9,jun,77.0,2.0,-1.0,0.0,unknown,no
36.0,technician,divorced,secondary,no,,yes,no,cellular,18,nov,138.0,2.0,-1.0,0.0,unknown,no
44.0,admin.,married,secondary,no,205.0,no,no,cellular,3,nov,289.0,1.0,-1.0,0.0,unknown,yes
50.0,admin.,married,secondary,no,0.0,no,no,cellular,4,aug,86.0,4.0,-1.0,0.0,unknown,no
41.0,management,divorced,tertiary,no,369.0,yes,no,telephone,22,aug,9.0,3.0,-1.0,0.0,unknown,no
47.0,admin.,married,secondary,no,1934.0,no,yes,cellular,14,may,225.0,1.0,,,failure,no
32.0,technician,single,tertiary,no,259.0,no,no,cellular,22,jul,407.0,4.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,secondary,no,284.0,yes,yes,unknown,3,jun,,6.0,-1.0,0.0,unknown,no
55.0,blue-collar,married,unknown,no,23.0,no,no,cellular,13,aug,123.0,2.0,-1.0,0.0,unknown,no
38.0,management,single,tertiary,no,1373.0,no,no,cellular,22,oct,119.0,4.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,62.0,yes,no,cellular,18,may,175.0,1.0,,,failure,no
38.0,blue-collar,divorced,secondary,no,157.0,no,no,unknown,9,jun,299.0,5.0,-1.0,0.0,unknown,no
29.0,unemployed,single,tertiary,no,991.0,no,no,cellular,5,feb,563.0,1.0,-1.0,0.0,unknown,no
55.0,services,married,secondary,no,186.0,yes,yes,unknown,9,may,241.0,1.0,-1.0,0.0,unknown,no
35.0,unemployed,married,secondary,no,977.0,yes,no,cellular,4,may,52.0,4.0,,,other,no
40.0,self-employed,single,tertiary,no,2893.0,no,no,cellular,2,jun,76.0,3.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,1897.0,yes,yes,cellular,19,nov,441.0,1.0,-1.0,0.0,unknown,no
32.0,technician,single,tertiary,no,,no,no,cellular,22,apr,319.0,1.0,,,success,yes
33.0,blue-collar,married,secondary,no,889.0,yes,no,unknown,18,sep,13.0,1.0,,,success,no
33.0,management,married,tertiary,no,273.0,yes,no,unknown,16,may,,1.0,-1.0,0.0,unknown,yes
37.0,admin.,married,secondary,no,1193.0,no,no,cellular,12,may,396.0,2.0,-1.0,0.0,unknown,no
58.0,management,married,tertiary,no,2729.0,no,no,unknown,18,jun,188.0,1.0,-1.0,0.0,unknown,no
36.0,admin.,single,secondary,no,0.0,no,no,cellular,20,apr,637.0,1.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,secondary,no,230.0,yes,no,unknown,5,jun,175.0,,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,2729.0,yes,no,cellular,6,apr,,1.0,,,success,no
35.0,management,married,tertiary,no,317.0,yes,no,unknown,23,may,162.0,3.0,-1.0,0.0,unknown,no
60.0,housemaid,married,primary,no,517.0,no,no,unknown,12,jun,,3.0,-1.0,0.0,unknown,no
50.0,management,married,tertiary,no,-470.0,yes,no,cellular,8,may,506.0,2.0,,,failure,no
28.0,self-employed,single,tertiary,no,,no,no,cellular,12,jan,409.0,2.0,-1.0,0.0,unknown,yes
27.0,blue-collar,divorced,secondary,no,1.0,yes,no,cellular,14,jul,116.0,3.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,,no,no,cellular,30,apr,244.0,1.0,-1.0,0.0,unknown,yes
31.0,technician,married,tertiary,no,636.0,yes,no,cellular,4,may,352.0,4.0,-1.0,0.0,unknown,yes
34.0,services,married,secondary,no,1076.0,no,no,cellular,12,may,152.0,1.0,,,success,yes
38.0,management,married,tertiary,no,126.0,yes,no,unknown,21,may,164.0,2.0,-1.0,0.0,unknown,no
32.0,self-employed,married,secondary,no,-33.0,yes,no,unknown,28,may,234.0,3.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,430.0,no,no,cellular,27,aug,154.0,4.0,-1.0,0.0,unknown,no
33.0,admin.,married,secondary,no,-6.0,yes,no,unknown,7,may,566.0,2.0,-1.0,0.0,unknown,no
71.0,technician,married,tertiary,no,383.0,no,no,cellular,27,oct,327.0,2.0,,,success,no
27.0,technician,married,secondary,no,130.0,yes,no,cellular,7,may,265.0,3.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,primary,no,2569.0,no,no,unknown,9,jun,172.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,201.0,no,no,cellular,22,jul,257.0,2.0,-1.0,0.0,unknown,no
54.0,retired,divorced,tertiary,no,0.0,no,no,unknown,13,may,618.0,1.0,-1.0,0.0,unknown,yes
30.0,blue-collar,married,secondary,no,6.0,yes,no,cellular,28,jan,241.0,3.0,-1.0,0.0,unknown,no
35.0,entrepreneur,single,secondary,no,475.0,no,yes,cellular,21,jul,,4.0,-1.0,0.0,unknown,no
33.0,blue-collar,single,secondary,no,706.0,yes,no,cellular,7,apr,329.0,1.0,,,failure,no
36.0,management,married,secondary,no,1825.0,yes,no,cellular,14,may,24.0,1.0,,,failure,no
59.0,self-employed,married,tertiary,no,185.0,no,no,cellular,22,jun,177.0,5.0,,,failure,no
72.0,blue-collar,married,primary,no,,no,no,telephone,13,oct,120.0,1.0,-1.0,0.0,unknown,no
64.0,management,married,tertiary,no,679.0,no,no,telephone,22,apr,135.0,3.0,-1.0,0.0,unknown,no
53.0,technician,divorced,secondary,no,320.0,no,no,cellular,9,jul,175.0,1.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,2988.0,yes,no,cellular,25,may,179.0,1.0,-1.0,0.0,unknown,no
58.0,self-employed,married,secondary,no,1407.0,yes,no,unknown,30,may,58.0,1.0,-1.0,0.0,unknown,no
40.0,technician,married,secondary,no,1270.0,no,no,cellular,17,apr,342.0,2.0,-1.0,0.0,unknown,no
41.0,services,divorced,secondary,no,654.0,yes,no,cellular,13,may,139.0,2.0,-1.0,0.0,unknown,no
48.0,retired,married,primary,no,,yes,no,unknown,18,jun,88.0,,-1.0,0.0,unknown,no
44.0,entrepreneur,married,tertiary,no,3463.0,yes,yes,cellular,28,aug,210.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,unknown,no,0.0,no,no,cellular,2,feb,,1.0,,,failure,no
61.0,management,married,tertiary,no,,no,no,cellular,2,feb,,3.0,-1.0,0.0,unknown,yes
36.0,entrepreneur,married,primary,no,177.0,yes,no,unknown,12,may,63.0,5.0,-1.0,0.0,unknown,no
28.0,management,married,tertiary,no,,no,yes,cellular,8,jul,70.0,2.0,-1.0,0.0,unknown,no
58.0,retired,single,secondary,no,1640.0,no,yes,cellular,4,feb,72.0,6.0,,,failure,no
60.0,admin.,divorced,secondary,no,174.0,yes,no,cellular,15,may,241.0,1.0,,,failure,no
66.0,admin.,single,secondary,no,,no,no,cellular,5,may,272.0,4.0,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,490.0,no,no,cellular,28,aug,207.0,,,,failure,yes
49.0,self-employed,married,secondary,no,2576.0,yes,no,cellular,15,may,64.0,6.0,-1.0,0.0,unknown,no
40.0,services,married,secondary,no,0.0,no,no,unknown,12,jun,543.0,2.0,-1.0,0.0,unknown,no
23.0,technician,single,secondary,no,598.0,no,no,cellular,30,apr,166.0,1.0,-1.0,0.0,unknown,no
29.0,management,single,tertiary,no,,no,no,cellular,26,may,245.0,3.0,,,success,no
44.0,blue-collar,married,primary,no,271.0,yes,yes,unknown,9,may,94.0,1.0,-1.0,0.0,unknown,no
54.0,unknown,married,unknown,no,2508.0,no,no,unknown,20,jun,34.0,,-1.0,0.0,unknown,no
47.0,blue-collar,married,primary,no,320.0,no,no,telephone,30,jul,203.0,2.0,-1.0,0.0,unknown,no
33.0,admin.,married,tertiary,no,640.0,no,no,cellular,24,jul,318.0,1.0,-1.0,0.0,unknown,no
30.0,self-employed,married,secondary,no,1772.0,yes,no,cellular,13,apr,158.0,4.0,-1.0,0.0,unknown,no
27.0,admin.,single,secondary,no,15.0,no,yes,cellular,21,jul,177.0,1.0,-1.0,0.0,unknown,no
49.0,management,divorced,tertiary,no,2370.0,yes,yes,unknown,17,nov,56.0,1.0,,,other,no
27.0,services,single,secondary,no,201.0,yes,no,unknown,4,jun,172.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,secondary,no,160.0,yes,no,cellular,7,may,136.0,1.0,,,failure,no
32.0,admin.,divorced,secondary,yes,5.0,yes,yes,cellular,18,may,82.0,3.0,,,other,no
30.0,blue-collar,single,secondary,no,75.0,yes,no,unknown,16,may,123.0,1.0,-1.0,0.0,unknown,no
33.0,admin.,married,secondary,no,,yes,no,cellular,20,nov,110.0,1.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,primary,no,-79.0,yes,no,unknown,30,may,385.0,5.0,-1.0,0.0,unknown,no
,retired,divorced,secondary,no,1341.0,no,no,cellular,18,dec,415.0,,-1.0,0.0,unknown,yes
37.0,services,divorced,secondary,no,490.0,yes,no,cellular,2,feb,73.0,1.0,-1.0,0.0,unknown,no
36.0,technician,single,secondary,no,1521.0,yes,no,unknown,16,jun,243.0,2.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,no,131.0,yes,no,unknown,9,may,137.0,2.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,8.0,yes,no,unknown,23,may,55.0,4.0,-1.0,0.0,unknown,no
32.0,services,married,secondary,no,-632.0,yes,yes,cellular,20,apr,18.0,5.0,-1.0,0.0,unknown,no
32.0,admin.,single,secondary,no,116.0,no,yes,cellular,16,jul,255.0,2.0,-1.0,0.0,unknown,no
35.0,admin.,married,primary,no,189.0,yes,no,cellular,11,may,95.0,1.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,primary,no,2.0,yes,yes,cellular,10,jul,112.0,1.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,secondary,no,,yes,yes,cellular,5,may,205.0,2.0,-1.0,0.0,unknown,no
27.0,services,married,secondary,no,54.0,yes,no,cellular,18,may,97.0,1.0,,,failure,no
22.0,student,single,unknown,no,549.0,no,no,cellular,2,sep,154.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,primary,no,298.0,yes,no,cellular,13,may,135.0,2.0,,,failure,no
69.0,retired,married,primary,no,579.0,no,no,cellular,14,aug,230.0,1.0,-1.0,0.0,unknown,no
37.0,entrepreneur,single,tertiary,no,1467.0,yes,yes,cellular,17,nov,349.0,1.0,-1.0,0.0,unknown,no
45.0,admin.,single,secondary,no,0.0,yes,no,cellular,8,may,38.0,1.0,-1.0,0.0,unknown,no
47.0,management,married,tertiary,no,109.0,yes,no,cellular,22,jul,268.0,1.0,-1.0,0.0,unknown,no
52.0,management,married,tertiary,no,-11.0,yes,no,cellular,11,may,94.0,4.0,-1.0,0.0,unknown,no
33.0,services,married,secondary,no,90.0,yes,no,cellular,28,jul,263.0,2.0,-1.0,0.0,unknown,no
60.0,blue-collar,married,primary,no,493.0,no,no,cellular,18,aug,,4.0,-1.0,0.0,unknown,yes
33.0,management,divorced,secondary,no,1897.0,yes,yes,unknown,2,jun,197.0,1.0,-1.0,0.0,unknown,no
44.0,admin.,married,secondary,no,2403.0,yes,no,cellular,28,jan,180.0,2.0,-1.0,0.0,unknown,no
38.0,entrepreneur,married,secondary,no,868.0,no,no,cellular,20,nov,452.0,2.0,-1.0,0.0,unknown,no
54.0,entrepreneur,married,secondary,no,653.0,yes,no,unknown,15,may,352.0,1.0,-1.0,0.0,unknown,no
32.0,unemployed,divorced,primary,no,0.0,no,no,cellular,15,jul,175.0,4.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,0.0,yes,yes,cellular,19,nov,163.0,2.0,-1.0,0.0,unknown,no
55.0,services,divorced,secondary,no,218.0,yes,no,unknown,29,may,200.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,,no,yes,unknown,16,jun,75.0,,-1.0,0.0,unknown,no
48.0,blue-collar,married,secondary,no,741.0,yes,no,cellular,16,apr,227.0,1.0,-1.0,0.0,unknown,no
37.0,services,single,secondary,no,1050.0,yes,no,cellular,3,feb,586.0,3.0,-1.0,0.0,unknown,no
33.0,services,single,secondary,no,-56.0,no,yes,cellular,10,jul,119.0,5.0,-1.0,0.0,unknown,no
30.0,blue-collar,married,primary,no,1.0,yes,yes,telephone,22,jul,80.0,2.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,primary,no,-98.0,yes,yes,cellular,12,may,112.0,2.0,,,other,no
49.0,technician,married,secondary,no,,yes,no,unknown,19,may,130.0,2.0,-1.0,0.0,unknown,no
54.0,unemployed,married,primary,no,541.0,yes,no,cellular,3,feb,237.0,3.0,-1.0,0.0,unknown,no
31.0,unemployed,married,tertiary,no,,no,no,cellular,26,aug,377.0,,-1.0,0.0,unknown,no
54.0,unknown,married,unknown,no,895.0,no,no,cellular,7,oct,335.0,1.0,-1.0,0.0,unknown,yes
36.0,unemployed,married,secondary,no,-129.0,yes,no,cellular,29,jul,121.0,3.0,-1.0,0.0,unknown,no
30.0,admin.,married,secondary,no,0.0,no,no,cellular,15,jul,127.0,5.0,-1.0,0.0,unknown,no
27.0,technician,single,secondary,no,158.0,no,no,unknown,1,jul,650.0,2.0,-1.0,0.0,unknown,yes
30.0,admin.,married,secondary,no,122.0,yes,no,unknown,16,may,107.0,1.0,-1.0,0.0,unknown,no
30.0,blue-collar,married,secondary,no,673.0,yes,no,unknown,20,may,610.0,2.0,-1.0,0.0,unknown,no
35.0,technician,divorced,secondary,no,0.0,no,no,cellular,25,aug,124.0,4.0,-1.0,0.0,unknown,no
33.0,services,divorced,secondary,no,411.0,yes,no,unknown,8,may,216.0,1.0,-1.0,0.0,unknown,no
43.0,blue-collar,divorced,primary,no,-97.0,yes,yes,cellular,31,jul,,4.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,secondary,no,-217.0,yes,no,cellular,11,may,313.0,1.0,,,other,no
41.0,management,divorced,tertiary,no,,no,no,cellular,23,apr,252.0,,,,other,yes
46.0,admin.,divorced,secondary,no,2232.0,no,no,cellular,13,feb,121.0,1.0,-1.0,0.0,unknown,yes
54.0,blue-collar,married,secondary,no,-932.0,yes,no,unknown,7,may,,1.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,913.0,yes,no,cellular,23,jun,,1.0,,,failure,no
30.0,technician,single,tertiary,no,236.0,yes,no,unknown,16,may,197.0,1.0,-1.0,0.0,unknown,no
40.0,entrepreneur,married,primary,no,0.0,yes,no,cellular,11,jul,271.0,2.0,-1.0,0.0,unknown,no
30.0,blue-collar,married,primary,no,2581.0,no,no,unknown,12,may,221.0,2.0,-1.0,0.0,unknown,no
27.0,admin.,married,secondary,no,639.0,no,yes,cellular,14,jul,243.0,3.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,primary,no,849.0,yes,no,unknown,15,may,72.0,1.0,-1.0,0.0,unknown,no
54.0,services,married,secondary,no,386.0,yes,no,cellular,2,aug,155.0,2.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,1218.0,yes,no,telephone,28,jan,70.0,2.0,-1.0,0.0,unknown,no
31.0,management,married,tertiary,no,2603.0,yes,no,cellular,11,feb,280.0,4.0,-1.0,0.0,unknown,yes
42.0,blue-collar,married,secondary,no,-921.0,yes,no,unknown,26,may,115.0,2.0,-1.0,0.0,unknown,no
48.0,admin.,married,primary,no,607.0,no,no,unknown,20,jun,29.0,2.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,primary,no,79.0,yes,no,cellular,14,may,406.0,2.0,-1.0,0.0,unknown,no
55.0,technician,divorced,secondary,no,61.0,yes,yes,cellular,25,aug,113.0,3.0,-1.0,0.0,unknown,no
49.0,technician,married,secondary,no,1091.0,no,no,telephone,30,jul,47.0,2.0,-1.0,0.0,unknown,no
46.0,management,divorced,tertiary,no,743.0,no,no,unknown,5,jun,36.0,2.0,-1.0,0.0,unknown,no
47.0,entrepreneur,married,unknown,no,209.0,yes,no,unknown,6,may,135.0,2.0,-1.0,0.0,unknown,no
